line,priority,category,current,action,target,revised_status,revised_instruction
4577,high,activity_heading,#### Comparative Peer Review (F2),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading.",REVISE_INSTRUCTION,Keep as an activity subheading. Standardize to Title Case; use em dash before subtitle; keep inline activity code in Markdown; add/standardize subtitle where missing. Do not convert to semantic Div today.
4591,high,activity_heading,#### Self-Editing Checklist (F3),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading.",REVISE_INSTRUCTION,Keep as an activity subheading. Standardize to Title Case; use em dash before subtitle; keep inline activity code in Markdown; add/standardize subtitle where missing. Do not convert to semantic Div today.
4605,high,activity_heading,#### Track-Change Simulation (G3),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading.",REVISE_INSTRUCTION,Keep as an activity subheading. Standardize to Title Case; use em dash before subtitle; keep inline activity code in Markdown; add/standardize subtitle where missing. Do not convert to semantic Div today.
4624,medium,bold_structural_label,**Discuss:** Which changes improve tone? Which improve precision? Are any changes unnecessary?,Convert bold paragraph label to semantic label,"Use compact label style, not ordinary bold body text competing with headings.",REVIEW,Review under final Step 1 decisions; avoid changes that conflict with keeping activity subheadings and metadata codes in Markdown.
4628,high,student_response_placeholder_label,**Write Your Decisions**,Convert to placeholder/response field component,`placeholder` or response-label style. Visually quiet but clearly writable.,NORMALIZE_PLACEHOLDER,Normalize placeholder wording and optionally wrap in placeholder Div. Preserve placeholder token.
4633,high,activity_heading,#### Homework Writing Task (H3),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading.",REVISE_INSTRUCTION,Keep as an activity subheading. Standardize to Title Case; use em dash before subtitle; keep inline activity code in Markdown; add/standardize subtitle where missing. Do not convert to semantic Div today.
4644,high,student_response_placeholder_label,**Homework Draft**,Convert to placeholder/response field component,`placeholder` or response-label style. Visually quiet but clearly writable.,NORMALIZE_PLACEHOLDER,Normalize placeholder wording and optionally wrap in placeholder Div. Preserve placeholder token.
4647,high,activity_heading,#### Extension Task (H1),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading.",REVISE_INSTRUCTION,Keep as an activity subheading. Standardize to Title Case; use em dash before subtitle; keep inline activity code in Markdown; add/standardize subtitle where missing. Do not convert to semantic Div today.
4672,high,activity_heading,#### Prediction Task (A4),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading.",REVISE_INSTRUCTION,Keep as an activity subheading. Standardize to Title Case; use em dash before subtitle; keep inline activity code in Markdown; add/standardize subtitle where missing. Do not convert to semantic Div today.
4686,high,activity_heading,#### Compare Two Versions (B1),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading.",REVISE_INSTRUCTION,Keep as an activity subheading. Standardize to Title Case; use em dash before subtitle; keep inline activity code in Markdown; add/standardize subtitle where missing. Do not convert to semantic Div today.
4688,low,bold_label_review,**Original (Overly General)**,Review and convert if label is functioning structurally,Likely compact label/component style rather than ordinary bold body text.,REVIEW,Review under final Step 1 decisions; avoid changes that conflict with keeping activity subheadings and metadata codes in Markdown.
4692,low,bold_label_review,**Improved (Concise Executive Brief)**,Review and convert if label is functioning structurally,Likely compact label/component style rather than ordinary bold body text.,REVIEW,Review under final Step 1 decisions; avoid changes that conflict with keeping activity subheadings and metadata codes in Markdown.
4694,medium,bold_structural_label,"> **Overview:** The working group reviewed the proposed revision to the applicant communication form, focusing on clarity, consistency, and feasibility.",Convert bold paragraph label to semantic label,"Use compact label style, not ordinary bold body text competing with headings.",REVIEW,Review under final Step 1 decisions; avoid changes that conflict with keeping activity subheadings and metadata codes in Markdown.
4696,low,bold_label_review,> **Key Points:**,Review and convert if label is functioning structurally,Likely compact label/component style rather than ordinary bold body text.,REVIEW,Review under final Step 1 decisions; avoid changes that conflict with keeping activity subheadings and metadata codes in Markdown.
